carat,cut,color,clarity,depth_pctg,table,price,length,width,depth
0.54,Ideal,G,VVS2,60.6,56.0,1985,5.26,5.27,3.19
0.31,Ideal,G,IF,61.0,57.0,891,4.36,4.39,2.67
1.03,Very Good,G,SI1,61.0,58.0,4746,6.5,6.54,3.98
1.27,Premium,D,SI2,58.9,59.0,5618,7.14,7.02,4.17
0.41,Premium,G,VS2,59.2,58.0,827,4.8,4.83,2.85
0.34,Ideal,G,VS2,61.3,55.0,765,4.51,4.49,2.76
0.57,Ideal,F,IF,61.3,56.0,2656,5.32,5.36,3.28
0.31,Ideal,H,VVS2,62.4,57.0,625,4.32,4.36,2.71
0.8,Very Good,F,SI1,63.5,55.0,2914,5.86,5.89,3.73
1.81,Premium,E,SI2,58.2,61.0,13561,8.09,8.02,4.69
1.01,Very Good,J,SI2,61.9,59.0,3592,6.34,6.38,3.94
0.55,Premium,F,VS2,59.7,58.0,1698,5.37,5.31,3.19
0.38,Very Good,E,SI1,62.8,58.0,701,4.6,4.63,2.9
0.56,Very Good,G,SI1,61.1,56.0,1408,5.32,5.34,3.26
0.7,Very Good,G,VVS2,59.3,62.0,2905,5.78,5.82,3.44
0.58,Premium,G,VS1,59.9,58.0,2071,5.49,5.37,3.25
1.01,Ideal,F,SI2,62.7,57.0,4843,6.36,6.39,4.0
0.3,Ideal,G,VS1,61.8,57.0,624,4.29,4.32,2.66
0.51,Very Good,G,VS2,62.4,62.0,1438,5.07,5.09,3.17
0.34,Ideal,E,VS2,62.1,54.0,745,4.5,4.52,2.8
0.25,Premium,E,VVS2,62.5,59.0,576,4.02,4.04,2.52
0.33,Ideal,D,VVS2,60.9,57.0,1021,4.48,4.46,2.72
0.54,Very Good,G,SI1,63.8,57.0,1392,5.16,5.19,3.3
0.52,Very Good,E,VS2,63.3,56.0,1670,5.12,5.08,3.23
0.42,Ideal,G,VS1,61.2,54.0,984,4.86,4.82,2.96
1.25,Premium,I,VS2,61.0,59.0,6084,6.98,6.89,4.23
0.74,Very Good,F,VVS2,61.5,55.1,3948,5.82,5.85,3.59
0.51,Very Good,F,VS1,62.5,54.0,1751,5.13,5.15,3.21
0.72,Ideal,G,SI1,61.9,54.0,2548,5.78,5.81,3.59
0.56,Ideal,H,VS2,62.4,56.0,1687,5.27,5.23,3.28
1.51,Ideal,E,VS2,61.7,55.0,14482,7.37,7.34,4.54
0.71,Ideal,E,VS1,61.4,59.0,3198,5.71,5.75,3.52
0.32,Premium,E,SI1,62.0,60.0,624,4.43,4.38,2.73
1.04,Premium,E,VS2,61.1,59.0,7047,6.54,6.56,4.0
0.5,Ideal,H,SI1,62.4,56.0,1140,5.07,5.09,3.17
1.52,Good,H,SI1,63.8,60.0,10078,7.3,7.24,4.64
0.42,Ideal,D,VS1,61.1,57.0,1235,4.84,4.81,2.95
0.57,Ideal,I,VS2,61.6,54.0,1258,5.35,5.4,3.31
0.3,Ideal,E,VVS1,61.0,56.0,813,4.34,4.38,2.66
0.71,Ideal,F,VS1,61.0,56.0,3701,5.77,5.8,3.53
0.5,Fair,G,VS1,65.7,63.0,1257,4.97,4.87,3.23
0.64,Ideal,F,VS2,62.5,56.0,2074,5.55,5.53,3.46
0.56,Premium,D,SI1,61.4,58.0,1814,5.33,5.29,3.26
0.7,Premium,D,SI2,60.6,58.0,2596,5.75,5.7,3.47
0.73,Ideal,D,SI1,60.2,56.0,2632,5.86,5.94,3.55
0.32,Premium,H,IF,61.2,58.0,842,4.37,4.39,2.68
0.53,Ideal,E,VS2,61.9,56.0,1813,5.21,5.19,3.22
0.72,Ideal,G,VS1,62.0,56.0,3540,5.74,5.78,3.57
0.7,Ideal,I,VVS2,62.1,58.0,2276,5.63,5.68,3.51
0.9,Premium,G,SI1,60.6,61.0,3407,6.16,6.12,3.72
0.7,Good,D,SI2,63.6,62.0,2247,5.61,5.55,3.55
1.07,Ideal,H,VS2,63.6,59.0,5698,6.46,6.42,4.09
0.73,Very Good,J,SI1,60.1,62.0,2031,5.85,5.9,3.53
1.03,Ideal,I,SI1,62.2,54.0,4782,6.46,6.5,4.03
0.35,Premium,I,VS2,62.9,57.0,630,4.53,4.5,2.84
0.67,Premium,F,SI1,61.3,59.0,1809,5.65,5.63,3.46
1.5,Premium,J,VS1,62.0,61.0,7832,7.37,7.24,4.53
0.77,Premium,F,SI2,61.6,58.0,2247,5.9,5.88,3.63
2.13,Very Good,G,SI2,61.5,57.0,15454,8.27,8.34,5.11
0.32,Very Good,G,VVS1,60.6,56.0,772,4.44,4.47,2.7
1.22,Ideal,H,VS1,62.3,55.0,7418,6.8,6.84,4.25
2.16,Very Good,H,SI2,62.3,60.0,14824,8.19,8.31,5.14
0.7,Ideal,F,VS2,61.3,57.0,3008,5.7,5.76,3.51
0.7,Good,F,VS2,63.5,56.0,2212,5.64,5.45,3.52
0.56,Premium,E,VVS2,59.2,56.0,2496,5.49,5.39,3.22
0.31,Ideal,D,VS2,61.2,55.0,942,4.39,4.37,2.68
0.7,Ideal,G,VVS1,60.7,57.0,3303,5.73,5.76,3.49
0.74,Very Good,F,SI1,61.5,58.0,2583,5.82,5.85,3.59
0.34,Premium,D,SI2,59.2,59.0,507,4.54,4.58,2.7
0.52,Ideal,G,VS2,61.9,55.0,1586,5.15,5.19,3.2
0.41,Premium,G,SI1,60.3,59.0,719,4.76,4.79,2.88
1.0,Ideal,E,VS2,62.0,55.0,6043,6.42,6.38,3.97
0.96,Very Good,G,SI2,62.6,59.0,3723,6.18,6.29,3.9
0.92,Premium,F,SI1,61.8,59.0,4037,6.21,6.25,3.85
0.6,Good,G,VS2,59.8,61.9,1793,5.45,5.5,3.27
0.27,Premium,E,VS1,61.5,58.0,470,4.17,4.22,2.58
1.01,Fair,D,VS2,65.3,58.0,6366,6.29,6.24,4.09
1.0,Premium,G,IF,61.4,59.0,7822,6.47,6.39,3.95
0.44,Premium,G,VS1,62.3,59.0,1031,4.87,4.82,3.02
0.31,Ideal,F,SI1,62.3,55.0,490,4.34,4.39,2.72
1.17,Ideal,J,SI1,62.3,55.0,4883,6.74,6.77,4.21
0.58,Very Good,E,SI2,63.5,60.0,1265,5.24,5.28,3.34
1.1,Ideal,G,VS1,61.9,55.0,7528,6.59,6.63,4.09
0.56,Ideal,G,IF,61.8,56.0,2442,5.28,5.34,3.28
0.56,Ideal,G,VS2,60.6,57.0,1580,5.33,5.36,3.24
0.41,Very Good,G,VS1,60.0,61.0,899,4.77,4.86,2.89
0.54,Ideal,G,VS2,62.8,55.0,1441,5.23,5.17,3.27
0.49,Very Good,D,SI1,58.6,60.0,1174,5.14,5.2,3.03
0.35,Premium,I,VS1,60.7,62.0,709,4.59,4.53,2.77
0.31,Ideal,G,VS2,60.8,56.0,562,4.38,4.4,2.67
0.34,Premium,F,SI2,63.0,58.0,574,4.47,4.45,2.81
0.91,Good,J,I1,63.1,57.0,1945,6.06,6.12,3.84
0.41,Premium,D,SI2,59.9,60.0,795,4.8,4.78,2.87
0.89,Fair,H,I1,58.8,66.0,1334,6.21,6.09,3.62
2.03,Good,D,SI2,63.1,59.0,13109,8.12,7.99,5.08
1.01,Very Good,J,VS2,63.3,54.0,3620,6.42,6.34,4.04
1.66,Good,G,VS2,63.2,56.0,15091,7.49,7.61,4.77
1.51,Ideal,H,VS2,61.9,59.0,11696,7.29,7.34,4.53
0.54,Premium,D,SI1,58.3,61.0,1770,5.38,5.32,3.12
0.91,Very Good,F,SI1,63.5,58.0,3195,6.15,6.1,3.89
1.09,Ideal,G,VS1,60.3,57.0,8305,6.68,6.73,4.04
0.41,Premium,E,VS1,60.6,59.0,1079,4.77,4.8,2.9
1.01,Very Good,F,VVS2,60.7,59.0,7835,6.4,6.46,3.9
0.51,Ideal,G,VS1,62.3,53.5,1652,5.09,5.14,3.19
0.41,Premium,E,SI2,62.9,58.0,876,4.77,4.74,2.99
0.52,Ideal,G,VVS2,62.1,56.0,2012,5.17,5.14,3.2
1.25,Premium,D,SI1,62.4,58.0,7924,6.89,6.83,4.28
0.3,Premium,G,VS1,60.0,60.0,776,4.33,4.3,2.59
0.45,Premium,I,VS1,62.3,58.0,1035,4.86,4.84,3.02
0.9,Very Good,E,VS2,61.3,58.0,5887,6.16,6.23,3.8
2.01,Premium,I,VS2,61.0,61.0,16778,8.15,7.99,4.92
0.5,Ideal,G,VS2,62.2,54.1,1601,5.07,5.12,3.17
0.4,Ideal,J,VS2,62.9,57.0,765,4.75,4.7,2.97
0.36,Ideal,F,VVS1,61.5,54.0,1021,4.59,4.62,2.83
0.8,Very Good,F,VS1,62.6,57.0,3720,5.9,5.98,3.72
0.43,Ideal,E,VVS2,60.8,57.0,1135,4.9,4.87,2.97
1.05,Ideal,H,VS2,61.4,55.0,5993,6.53,6.57,4.02
1.01,Good,F,SI2,58.3,60.0,4011,6.64,6.66,3.88
1.53,Ideal,H,SI1,62.9,60.0,10145,7.36,7.28,4.61
1.2,Ideal,J,SI1,62.1,55.0,5002,6.81,6.84,4.24
0.54,Premium,E,VVS2,61.0,59.0,2313,5.28,5.27,3.22
0.25,Good,E,VVS2,64.9,58.0,476,3.95,3.97,2.57
0.3,Premium,D,VS2,60.6,58.0,911,4.36,4.32,2.63
1.34,Premium,G,VS2,60.7,59.0,9293,7.07,7.04,4.28
1.0,Fair,H,SI1,67.6,59.0,4665,6.03,5.95,4.05
0.31,Ideal,G,SI1,61.8,55.0,493,4.38,4.42,2.72
1.04,Very Good,D,VVS2,58.3,61.0,9254,6.63,6.69,3.88
1.51,Ideal,J,VS1,61.3,61.0,8298,7.34,7.4,4.52
0.38,Good,E,SI1,58.9,58.0,680,4.73,4.77,2.8
1.08,Very Good,I,SI1,60.5,60.0,4276,6.61,6.67,4.02
0.51,Ideal,D,VS2,60.8,57.0,1769,5.18,5.21,3.16
0.38,Very Good,F,SI2,60.1,60.0,644,4.7,4.75,2.84
0.38,Ideal,J,SI1,62.0,54.0,525,4.66,4.7,2.9
0.58,Ideal,H,VVS1,62.4,55.0,1961,5.32,5.36,3.33
0.51,Ideal,H,VS2,61.2,53.0,1312,5.22,5.18,3.18
0.38,Ideal,E,VVS2,61.9,57.0,1176,4.65,4.63,2.87
0.51,Good,E,VS1,57.9,63.0,1760,5.24,5.39,3.08
0.25,Premium,G,SI2,58.8,60.0,1186,5.33,5.28,3.12
0.32,Very Good,E,VS2,60.5,55.0,702,4.43,4.49,2.7
1.1,Premium,D,VS2,60.0,59.0,6209,6.67,6.6,3.98
0.42,Premium,F,SI1,60.8,58.0,773,4.83,4.87,2.95
1.0,Good,E,SI2,64.0,54.0,4026,6.31,6.26,4.01
0.32,Ideal,G,IF,61.8,55.0,954,4.41,4.43,2.73
1.0,Premium,J,SI1,61.9,62.0,3528,6.36,6.33,3.93
0.7,Good,H,SI1,65.4,59.0,1840,5.46,5.52,3.59
0.33,Ideal,G,IF,62.7,56.0,861,4.39,4.44,2.77
0.32,Premium,H,VVS2,62.3,58.0,828,4.37,4.33,2.71
0.71,Very Good,E,SI1,61.9,56.0,2455,5.68,5.72,3.53
1.12,Very Good,H,SI2,62.9,58.0,4498,6.55,6.62,4.14
1.01,Premium,F,VS2,62.1,60.0,6097,6.43,6.36,3.97
0.3,Premium,G,IF,60.2,58.0,956,4.39,4.35,2.63
0.26,Ideal,E,VS1,61.8,55.0,452,4.09,4.13,2.54
1.16,Premium,G,VS1,61.9,58.0,7962,6.72,6.76,4.17
1.04,Good,D,SI1,63.7,58.0,5605,6.39,6.43,4.08
2.0,Ideal,J,VS2,62.3,55.0,13263,8.03,8.06,5.01
1.01,Good,F,SI1,63.7,57.0,4899,6.35,6.4,4.06
0.81,Ideal,E,VS2,61.5,57.0,3975,6.0,6.06,3.71
0.44,Very Good,F,SI2,62.8,60.0,648,4.82,4.86,3.04
0.51,Ideal,F,VS1,61.7,55.0,1728,5.13,5.17,3.18
2.02,Premium,E,SI2,58.2,60.0,17938,8.32,8.25,4.82
0.24,Good,E,VVS1,60.8,64.0,492,3.97,3.99,2.42
2.03,Ideal,I,SI2,61.1,56.0,11172,8.22,8.17,5.01
0.59,Premium,H,SI1,62.2,59.0,1106,5.38,5.32,3.33
1.0,Good,G,VS2,63.7,59.0,5645,6.38,6.33,4.05
0.72,Ideal,F,SI1,61.7,59.0,2706,5.75,5.79,3.56
1.01,Good,G,SI2,63.7,58.0,3852,6.31,6.35,4.03
0.31,Ideal,E,VVS1,61.7,56.0,853,4.38,4.4,2.71
0.33,Premium,I,VVS2,61.0,59.0,579,4.41,4.44,2.7
0.57,Ideal,G,SI1,61.7,56.0,1364,5.33,5.37,3.3
2.21,Premium,I,SI1,61.1,59.0,17714,8.42,8.37,5.13
0.91,Fair,D,VS2,64.5,55.0,4765,6.24,6.07,3.97
0.25,Premium,H,VVS1,62.7,60.0,577,4.03,3.98,2.51
1.51,Very Good,H,SI2,62.3,58.0,9107,7.31,7.35,4.57
0.3,Premium,I,VS1,59.1,59.0,473,4.35,4.38,2.58
1.12,Very Good,H,SI2,60.9,60.0,4498,6.71,6.76,4.1
0.28,Very Good,H,VS1,61.9,56.0,429,4.22,4.24,2.61
0.32,Ideal,G,VS2,62.0,57.0,561,4.37,4.4,2.72
0.76,Very Good,I,SI1,62.0,58.0,2120,5.84,5.9,3.64
2.51,Premium,H,SI2,59.3,61.0,14543,8.81,8.77,5.21
1.11,Ideal,I,SI2,61.6,54.0,4428,6.66,6.72,4.12
0.73,Premium,I,VS1,61.8,62.0,2197,5.78,5.72,3.55
1.39,Premium,F,SI1,62.1,58.0,8476,7.1,7.16,4.43
0.72,Ideal,I,VS2,61.7,56.0,2650,5.73,5.78,3.55
1.13,Ideal,F,SI2,61.8,57.0,5232,6.71,6.68,4.14
0.81,Ideal,E,SI1,62.4,57.0,3109,5.92,5.97,3.71
1.0,Premium,J,VS2,60.3,58.0,3790,6.49,6.44,3.9
0.5,Fair,G,I1,64.9,57.0,727,5.01,4.97,3.24
1.13,Ideal,E,SI2,62.2,56.0,5457,6.7,6.66,4.16
0.33,Ideal,E,VS2,61.9,56.0,928,4.45,4.4,2.74
2.07,Ideal,H,SI1,60.6,56.0,14935,8.38,8.3,5.05
0.92,Very Good,F,SI2,59.9,60.0,3625,6.26,6.29,3.76
1.51,Very Good,G,VS1,62.9,58.0,13378,7.32,7.41,4.63
0.32,Ideal,E,SI1,62.2,54.0,516,4.38,4.4,2.73
0.31,Ideal,F,IF,61.8,54.0,979,4.33,4.37,2.69
1.03,Ideal,G,SI2,62.8,54.0,4557,6.51,6.46,4.07
0.51,Very Good,F,VS2,63.2,56.0,1574,5.1,5.06,3.21
0.84,Ideal,G,SI2,62.0,56.0,2986,6.02,6.05,3.74
1.24,Ideal,F,VS2,61.7,53.0,8983,6.93,6.9,4.27
0.96,Fair,G,SI1,69.7,59.0,3299,6.09,5.9,4.18
0.3,Very Good,H,SI1,61.2,62.0,421,4.28,4.31,2.63
0.26,Very Good,E,SI1,62.0,54.0,384,4.08,4.11,2.54
0.48,Premium,H,SI2,58.5,59.0,972,5.16,5.13,3.01
0.41,Ideal,H,IF,61.8,55.0,1187,4.76,4.79,2.95
1.7,Ideal,J,VS2,60.5,58.0,10002,7.73,7.74,4.68
0.7,Ideal,J,VS1,61.4,55.0,2107,5.72,5.75,3.53
0.51,Ideal,G,VS2,62.2,54.0,1443,5.11,5.14,3.19
1.03,Premium,J,SI2,62.0,58.0,3378,6.47,6.52,4.03
1.0,Ideal,H,SI2,61.4,56.0,4312,6.46,6.41,3.95
1.0,Premium,E,SI2,60.7,58.0,3763,6.45,6.38,3.9
0.25,Very Good,E,VVS2,63.0,55.0,575,4.0,4.03,2.53
0.35,Premium,D,SI2,60.8,58.0,522,4.51,4.57,2.76
0.5,Fair,F,VS2,64.6,58.0,1323,5.01,4.99,3.23
0.29,Very Good,F,VVS2,62.7,58.0,664,4.22,4.26,2.66
1.27,Ideal,F,VVS2,61.0,57.0,13823,6.98,7.02,4.27
0.31,Premium,G,SI1,62.6,58.0,593,4.34,4.29,2.7
0.38,Premium,E,VS1,60.7,59.0,1069,4.7,4.65,2.84
0.32,Very Good,H,SI2,63.1,56.0,517,4.37,4.34,2.75
1.02,Premium,D,SI2,59.7,60.0,5198,6.58,6.55,3.92
0.54,Ideal,F,SI1,62.1,57.0,1385,5.22,5.24,3.25
0.59,Ideal,F,SI2,61.7,54.0,1195,5.38,5.44,3.34
0.33,Very Good,G,VVS2,61.9,58.0,752,4.39,4.43,2.73
0.92,Premium,D,SI2,62.4,58.0,4168,6.18,6.19,3.86
0.9,Fair,F,SI2,69.0,59.0,2536,5.89,5.82,4.04
0.79,Premium,H,SI2,62.8,57.0,2370,5.91,5.88,3.7
0.83,Ideal,D,SI1,61.3,56.0,3990,6.04,6.06,3.71
2.01,Premium,F,SI2,58.4,59.0,13610,8.26,8.24,4.82
0.56,Ideal,F,VVS2,61.9,56.0,2318,5.32,5.28,3.28
0.57,Ideal,F,VVS2,62.1,56.0,2360,5.35,5.31,3.31
1.2,Ideal,H,SI1,61.9,56.0,6578,6.78,6.82,4.21
1.1,Premium,D,SI1,60.7,55.0,6468,6.74,6.71,4.08
0.31,Good,D,SI1,63.5,56.0,571,4.29,4.31,2.73
0.31,Ideal,D,VVS2,60.1,56.0,777,4.43,4.46,2.67
0.75,Very Good,J,SI1,61.7,56.0,1859,5.81,5.92,3.62
1.06,Ideal,H,SI2,60.9,56.0,4563,6.58,6.63,4.02
0.52,Very Good,I,VS1,61.4,57.0,1282,5.17,5.19,3.18
0.7,Good,D,VS2,63.2,60.0,3087,5.56,5.61,3.53
0.4,Good,E,SI1,63.9,58.0,882,4.67,4.63,2.97
0.94,Premium,E,SI2,62.4,58.0,4027,6.33,6.26,3.93
0.9,Premium,D,VS2,61.6,62.0,4717,6.12,6.09,3.76
0.52,Premium,G,VS1,62.4,59.0,1689,5.13,5.16,3.21
0.65,Very Good,D,VVS2,57.7,60.0,3025,5.69,5.74,3.3
0.51,Ideal,G,VVS2,61.3,57.0,1875,5.12,5.15,3.15
0.53,Premium,F,VS2,61.9,58.0,1753,5.2,5.17,3.21
0.32,Very Good,H,SI1,61.8,56.0,461,4.4,4.43,2.73
1.62,Premium,H,SI1,62.2,58.0,11455,7.5,7.46,4.65
1.01,Premium,G,VS2,62.4,58.0,5999,6.38,6.41,3.99
0.31,Premium,G,VVS1,59.5,60.0,1046,4.41,4.39,2.62
0.41,Ideal,F,VVS1,62.3,53.0,1295,4.77,4.8,2.98
1.21,Good,I,VS2,63.4,57.0,5290,6.72,6.79,4.28
1.2,Fair,G,I1,66.6,57.0,2376,6.57,6.5,4.34
0.32,Ideal,D,VS2,61.9,55.0,912,4.43,4.45,2.75
0.3,Very Good,G,VVS1,63.1,56.0,1013,4.28,4.25,2.69
1.1,Premium,I,SI2,62.9,59.0,3604,6.6,6.53,4.13
0.33,Very Good,E,VVS1,61.6,53.0,848,4.46,4.5,2.76
0.41,Ideal,F,VS2,62.4,58.0,1085,4.77,4.75,2.97
0.29,Very Good,G,VVS1,61.4,56.0,607,4.25,4.28,2.62
0.51,Premium,D,VS2,61.9,62.0,1812,5.12,5.09,3.16
1.54,Ideal,G,SI2,62.3,60.0,8923,7.29,7.34,4.56
0.3,Ideal,E,VS2,62.0,55.0,844,4.3,4.25,2.65
0.53,Ideal,G,VVS2,60.8,57.0,1955,5.24,5.28,3.2
0.31,Premium,G,VVS1,59.8,62.0,977,4.41,4.35,2.62
1.05,Very Good,J,I1,59.6,63.0,2705,6.61,6.55,3.92
1.23,Ideal,G,VVS2,62.2,55.0,10317,6.86,6.9,4.28
0.71,Very Good,I,VS2,63.4,56.0,1840,5.65,5.61,3.57
1.62,Ideal,J,SI1,62.4,53.2,8075,7.47,7.51,4.68
1.51,Premium,G,VS2,62.5,59.0,12872,7.34,7.28,4.57
0.65,Fair,I,VS2,65.1,55.6,1659,5.44,5.5,3.56
0.5,Good,G,SI2,62.3,64.0,1121,5.1,5.02,3.15
0.34,Very Good,G,VS2,60.3,54.0,596,4.53,4.56,2.74
1.51,Ideal,H,IF,62.7,56.0,12437,7.26,7.38,4.59
0.51,Premium,G,VVS2,61.7,58.0,1875,5.11,5.14,3.16
0.24,Very Good,E,VS1,61.5,57.0,357,3.99,4.07,2.48
0.62,Premium,G,VVS2,59.2,59.0,2399,5.58,5.56,3.3
1.1,Ideal,H,VS2,61.3,56.0,5888,6.64,6.67,4.08
0.33,Ideal,D,SI2,62.4,57.0,631,4.42,4.39,2.75
1.63,Premium,I,VS1,61.1,57.0,11534,7.7,7.58,4.67
0.8,Premium,J,VS1,61.6,60.0,2202,5.94,5.88,3.64
0.7,Fair,E,SI2,64.4,58.0,1998,5.58,5.51,3.57
0.23,Ideal,F,VVS2,60.3,57.0,530,3.99,4.03,2.42
1.06,Very Good,F,SI1,61.2,57.0,5142,6.58,6.68,4.06
0.37,Very Good,H,VVS1,61.9,55.0,774,4.6,4.66,2.86
1.5,Good,G,I1,64.0,61.0,4731,7.15,7.04,0.0
1.0,Good,F,SI1,64.1,60.0,4586,6.25,6.19,3.99
0.7,Premium,G,VVS2,62.9,59.0,2874,5.68,5.61,3.55
1.23,Premium,J,VS1,60.1,60.0,5304,6.95,6.9,4.16
1.03,Premium,D,SI2,61.7,58.0,4764,6.5,6.47,4.0
0.57,Ideal,E,VS2,61.8,55.0,1851,5.34,5.38,3.31
0.31,Ideal,F,VVS1,62.2,53.0,840,4.35,4.37,2.71
1.51,Premium,H,SI1,58.0,59.0,10063,7.57,7.54,4.38
0.7,Ideal,E,VS2,61.9,57.0,2553,5.69,5.74,3.54
0.51,Very Good,E,SI1,61.6,53.0,1315,5.16,5.19,3.19
0.38,Ideal,D,SI1,61.3,57.0,884,4.67,4.7,2.87
0.28,Very Good,E,VS1,63.1,55.0,588,4.18,4.15,2.63
0.54,Good,H,VVS2,60.9,57.2,1883,5.22,5.26,3.19
0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61
0.71,Good,I,SI1,60.0,64.0,1651,5.71,5.79,3.45
0.6,Ideal,D,SI2,61.3,59.0,1338,5.42,5.48,3.34
0.33,Ideal,G,VS2,62.0,57.0,743,4.47,4.44,2.76
0.7,Good,E,VS1,61.3,62.0,3277,5.64,5.72,3.48
0.73,Ideal,E,SI2,61.0,57.0,2434,5.81,5.87,3.56
1.58,Premium,J,VVS2,61.0,58.0,7592,7.56,7.49,4.59
1.03,Ideal,H,SI2,61.1,57.0,4384,6.55,6.52,3.99
0.24,Ideal,F,VVS2,61.8,56.0,552,3.97,4.02,2.47
0.9,Premium,F,SI2,60.7,59.0,3553,6.25,6.21,3.78
0.77,Very Good,H,SI2,63.6,58.0,2129,5.77,5.81,3.68
0.7,Premium,H,VVS2,62.1,58.0,2536,5.71,5.66,3.53
1.26,Premium,F,VS1,62.0,58.0,10669,6.95,6.88,4.29
1.02,Ideal,G,SI1,62.1,55.0,5426,6.46,6.49,4.02
0.4,Ideal,J,SI1,61.4,55.0,612,4.75,4.8,2.93
1.34,Premium,E,IF,61.8,58.0,17663,7.15,7.08,4.4
1.53,Ideal,G,VVS2,61.0,55.0,15365,7.44,7.5,4.56
0.7,Ideal,F,VS1,61.6,55.0,2874,5.75,5.71,3.53
0.53,Ideal,E,VS1,61.4,56.0,2143,5.21,5.25,3.21
0.21,Very Good,E,VS2,63.2,54.0,386,3.82,3.78,2.4
0.36,Premium,E,VS2,61.8,58.0,789,4.52,4.57,2.81
0.26,Very Good,F,VS2,59.0,59.0,453,4.19,4.25,2.49
0.43,Ideal,J,VS1,62.1,55.0,679,4.84,4.86,3.01
1.77,Ideal,D,SI2,60.9,53.0,10051,7.92,7.85,4.8
1.04,Ideal,F,SI2,61.8,56.0,4547,6.49,6.53,4.02
0.51,Premium,F,VVS2,61.2,59.0,1882,5.19,5.1,3.15
0.57,Good,I,SI1,63.3,56.0,1072,5.27,5.29,3.34
0.39,Very Good,E,SI2,63.0,61.0,650,4.62,4.65,2.92
1.02,Premium,J,SI2,62.3,58.0,3119,6.42,6.37,3.98
0.3,Ideal,D,VS2,62.4,55.0,790,4.32,4.3,2.69
0.7,Good,G,SI1,63.8,59.0,2117,5.62,5.58,3.57
1.26,Ideal,H,SI1,61.6,56.0,8110,6.88,6.93,4.26
0.67,Fair,I,VS2,57.2,70.0,1436,5.82,5.75,3.31
0.52,Good,G,VS2,63.3,57.0,1349,5.09,5.11,3.23
0.53,Ideal,I,SI1,61.5,54.0,1038,5.22,5.26,3.22
0.27,Ideal,E,VS2,62.7,55.0,470,4.15,4.18,2.61
0.7,Very Good,D,VS2,62.5,55.0,3052,5.65,5.71,3.55
0.71,Premium,G,SI2,60.8,60.0,2039,5.74,5.78,3.5
1.01,Very Good,E,VVS2,63.4,56.0,9642,6.32,6.37,4.02
0.5,Very Good,F,SI2,63.1,60.0,1020,5.0,5.04,3.17
0.5,Good,E,SI1,64.0,56.0,1155,5.03,4.97,3.2
1.01,Ideal,H,SI1,60.4,58.0,5020,6.5,6.54,3.94
0.54,Ideal,F,VVS2,62.1,54.0,2180,5.24,5.26,3.26
1.1,Ideal,I,VS2,61.8,56.0,4962,6.65,6.6,4.1
0.71,Premium,E,VS2,62.5,60.0,2735,5.7,5.66,3.55
0.36,Ideal,F,VS1,61.9,56.0,1013,4.59,4.56,2.83
0.76,Ideal,E,VVS1,61.8,54.0,4382,5.9,5.87,3.64
0.4,Premium,F,SI1,62.5,59.0,737,4.67,4.71,2.93
0.8,Ideal,F,VS2,61.3,55.0,3913,5.98,6.0,3.67
1.57,Ideal,J,VS2,62.3,54.0,8363,7.5,7.49,4.67
0.34,Ideal,H,IF,61.9,53.0,863,4.5,4.52,2.79
0.54,Premium,F,SI1,59.7,59.0,1369,5.36,5.3,3.18
0.32,Ideal,E,VS2,62.3,57.0,702,4.41,4.42,2.75
1.0,Premium,D,SI1,61.4,58.0,5096,6.4,6.34,3.91
0.34,Premium,H,VS1,60.8,59.0,596,4.48,4.53,2.74
1.5,Good,H,SI2,64.0,61.0,5208,7.18,7.14,4.58
0.7,Premium,G,VS2,63.0,57.0,2381,5.67,5.6,3.55
0.31,Good,I,SI1,63.8,55.0,523,4.34,4.31,2.76
0.46,Ideal,H,VVS1,62.4,53.4,1338,4.95,5.01,3.1
0.31,Premium,G,VS2,60.9,58.0,698,4.38,4.35,2.66
0.71,Premium,H,VVS2,61.9,59.0,2498,5.73,5.7,3.54
1.0,Premium,E,SI2,58.5,59.0,3450,6.62,6.51,3.84
0.4,Ideal,F,VVS1,61.7,55.0,1168,4.77,4.79,2.95
1.22,Premium,D,SI2,61.8,58.0,5643,6.86,6.8,4.22
0.54,Ideal,G,VS1,62.3,55.0,1847,5.24,5.2,3.25
0.25,Ideal,H,VS1,61.5,56.0,445,4.05,4.08,2.5
0.29,Very Good,F,VVS1,59.8,61.0,609,4.31,4.35,2.59
0.3,Ideal,F,VVS1,61.6,57.0,1041,4.33,4.34,2.67
0.63,Ideal,F,SI1,62.6,56.0,1698,5.53,5.49,3.45
1.53,Ideal,I,SI2,63.7,58.0,8062,7.31,7.27,4.64
0.32,Very Good,D,VVS2,60.0,57.0,809,4.45,4.49,2.68
0.7,Very Good,F,SI1,61.7,59.0,2313,5.64,5.68,3.49
1.01,Good,J,VS1,63.2,62.0,3823,6.29,6.33,3.99
0.77,Very Good,H,SI2,63.3,58.0,2293,5.78,5.76,3.65
1.21,Fair,H,SI1,69.6,55.0,3862,6.49,6.42,4.49
1.5,Premium,F,SI1,62.6,60.0,10962,7.27,7.18,4.52
0.52,Ideal,E,VVS1,61.8,55.0,3125,5.2,5.19,3.21
0.3,Ideal,F,IF,62.1,57.0,886,4.29,4.31,2.67
0.32,Ideal,G,VS1,61.3,57.0,645,4.37,4.4,2.69
0.25,Very Good,D,VS1,63.0,59.0,436,3.97,4.0,2.51
